SHEETBAR,DATE,SECCHI,SECCHIQF,ZICE,ZICEQF,ZSNOW,ZSNOWQF,VEGDENS,VEGTYPE,UTMZONE,NORTHING,EASTING,FLDEAST,FLDNORTH,Z,ZQF,TEMP,TEMPQF,DO,DOQF,PH,PHQF,TURB,TURBQF,COND,CONDQF,VEL,VELQF,SRP,SRPQF,TSP,TSPQF,TP,TPQF,TN,TNQF,TSN,TSNQF,SS,SSQF,NHX,NHXQF,NOX,NOXQF,SI,SIQF,CL,CLQF,HABCLASS,CHLcal
42002856,2/6/1996,133,,38,,22,,,,15,4852612,639305,,,0.2,,0,,10.3,,7.8,,2,,438,,0.07,,,,,,,,,,,,,,,,,,,,,,,-1
42002857,2/6/1996,113,,25,,29,,,,15,4851312,639855,,,0.2,,0,,10.4,,7.8,,4,,428,,0.27,,0.068,,,,0.079,,2.274,,,,,,0.301,,1.539,,,,,,,-1
42002858,2/6/1996,70,2,51,,28,,,,15,4850562,638105,,,0.1,,0.1,,7.4,,7.8,,4,,496,,0,,,,,,,,,,,,,,,,,,,,,,,-1
42002859,2/6/1996,63,2,43,,13,,,,15,4850762,638955,,,0.1,,0.4,,0,,7.5,,9,,477,,0.01,,0.016,,,,0.127,,2.003,,,,,,0.919,,0.588,,,,,,,1.6577
42002860,2/6/1996,,5,43,,24,,2,S,15,4850862,639105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002861,2/6/1996,109,,48,,35,,,,15,4850462,639105,,,0.2,,0,,10,,7.8,,3,,442,,0.02,,0.062,,,,0.078,,2.36,,,,,,0.319,,1.874,,,,,,,-1
42002864,2/6/1996,109,,48,,35,,,,15,4850462,639105,,,1.5,,0.1,,9.6,,7.7,,,,446,,,X,,,,,,,,,,,,,,,,,,,,,,
42002865,2/6/1996,107,,36,,4,,,,15,4850712,639855,,,0.2,,0,,10.1,,7.8,,3,,420,,0.3,,,,,,,,,,,,,,,,,,,,,,,-1
42002866,2/6/1996,198,6,0,,0,,,,15,4850812,640005,,,0.2,,0.2,,9.8,,7.7,,3,,416,,0.28,,,,,,,,,,,,,,,,,,,,,,,-1
42002867,2/6/1996,101,,45,,16,,,,15,4848062,642305,,,0.2,,0.1,,9.6,,7.7,,,,409,,0.01,,0.068,,,,0.094,,2.458,,,,,,0.506,,1.512,,,,,,,0.69905
42002867,2/6/1996,101,,45,,16,,,,15,4848062,642305,,,0.9,,0.6,,6.5,,7.6,,,X,432,,,X,,,,,,,,,,,,,,,,,,,,,,
42002868,2/7/1996,,5,41,,17,,1,B,15,4853512,638255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002869,2/7/1996,,5,15,,5,,,,15,4853512,638055,,,0.1,7,1.5,7,0.5,7,7.3,7,42,7,671,7,0,,,,,,,,,,,,,,,,,,,,,,,4.70795
42002870,2/7/1996,,5,42,,25,,1,S,15,4853712,637055,,,0,,-0.1,7,0.5,7,6.9,7,,,2230,7,0,,,,,,,,,,,,,,,,,,,,,,,
42002871,2/7/1996,42,,29,,11,,,,15,4853712,636655,,,0.2,,0.9,,0.5,,7.3,,19,,1002,,0,,,,,,,,,,,,,,,,,,,,,,,72.33635
42002872,2/7/1996,,5,37,,25,,,,15,4853312,636655,,,0,,0,7,0.6,7,7,7,,,770,7,0,,,,,,,,,,,,,,,,,,,,,,,
42002873,2/7/1996,30,,42,,27,,1,S,15,4853312,637055,,,0.2,,0.4,,0.6,,6.9,,39,,2000,,0,,,,,,,,,,,,,,,,,,,,,,,56.0393
42002874,2/7/1996,46,,43,,24,,1,S,15,4853112,637055,,,0.1,,0.2,,0.2,,6.9,,32,,1920,,0,,6.06,,,,7.02,,12.525,,,,,,4.551,,2.018,,,,,,,17.3447
42002875,2/7/1996,,,45,,22,,1,E,15,4852712,637455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002876,2/7/1996,,,47,,25,,1,E,15,4852912,637655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002877,2/7/1996,,,46,,27,,1,E,15,4852912,637255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002879,2/7/1996,122,,43,,23,,,,15,4831112,643055,,,0.2,,0,,9.7,,8.1,,3,,417,,0.09,,0.055,,,,0.105,,2.078,,,,,,0.278,,1.593,,,,,,,-1
42002880,2/7/1996,112,2,40,,24,,,,15,4830712,643055,,,0.2,,0,,9.6,,8,,4,,415,,0.13,,0.069,,,,0.108,,2.205,,,,,,0.296,,1.635,,,,,,,-1
42002881,2/7/1996,122,,37,,21,,,,15,4829512,643055,,,0.2,,0,,8.8,,7.9,,4,,402,,0.16,,,,,,,,,,,,,,,,,,,,,,,0.7862
42002882,2/7/1996,115,,28,,24,,,,15,4828112,643055,,,0.2,,0,,9.1,,7.9,,4,,404,,0.2,,,,,,,,,,,,,,,,,,,,,,,0.6119
42002883,2/7/1996,133,,33,,22,,,,15,4826112,642855,,,0.2,,0,,9.4,,7.9,,3,,410,,0.24,,0.061,,,,0.085,,2.213,,,,,,0.268,,1.525,,,,,,,0.6119
42002888,2/7/1996,146,,47,,22,,,,15,4827912,642055,,,0.2,,0,,9.7,,8,,3,,438,,0.1,,,,,,,,,,,,,,,,,,,,,,,-1
42002890,2/7/1996,121,,35,,20,,,,15,4830112,639655,,,0.2,,0,,9.3,,8,,4,,456,,0.1,,0.057,,,,0.077,,2.501,,,,,,0.242,,1.844,,,,,,,-1
42002891,2/7/1996,124,2,41,,18,,,,15,4829712,641255,,,0.2,,0,,9.6,,8.1,,3,,438,,0.11,,,,,,,,,,,,,,,,,,,,,,,-1
42002892,2/7/1996,122,,45,,20,,,,15,4830312,641855,,,0.2,,0,,9.7,,8.1,,3,,430,,0.09,,0.07,,,,0.082,,2.31,,,,,,0.329,,1.54,,,,,,,-1
42002893,2/7/1996,104,,43,,19,,,,15,4830512,642455,,,0.2,,0,,9.7,,8,,4,,424,,0.11,,0.056,,,,0.081,,2.187,,,,,,0.291,,1.571,,,,,,,-1
42002894,2/7/1996,132,,47,,17,,,,15,4831312,641055,,,0.2,,0,,9.7,,8,,4,,433,,0.1,,0.047,,,,0.082,,2.258,,,,,,0.309,,1.566,,,,,,,-1
42002904,2/8/1996,137,,20,,2,,,,15,4850062,640555,,,0.2,,0.1,,8.9,,8,,4,,430,,0.2,,,,,,,,,,,,,,,,,,,,,,,-1
42002905,2/8/1996,156,,13,,1,,,,15,4850112,640055,,,0.2,,0.2,,9.3,,7.9,,4,,424,,0.2,,0.087,,,,0.114,,2.329,,,,,,0.689,,1.425,,,,,,,-1
42002906,2/8/1996,,5,39,,12,,,S,15,4849512,639155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002907,2/8/1996,77,2,44,,14,,,,15,4849162,640405,,,0.2,,0,,9.5,,7.8,,3,,457,,0.08,,0.058,,,,0.093,,2.194,,,,,,0.313,,1.544,,,,,,,-1
42002908,2/8/1996,110,,48,,13,,,,15,4848962,640405,,,0.2,,0.1,,9.3,,8,,4,,453,,0.09,,0.063,,,,0.074,,2.308,,,,,,0.333,,1.493,,,,,,,-1
42002909,2/8/1996,157,,21,,5,,,,15,4848862,640605,,,0.2,,0,,9.4,,8,,3,,454,,0.15,,,,,,,,,,,,,,,,,,,,,,,-1
42002910,2/8/1996,133,,28,,20,,,,15,4848712,640855,,,0.2,,0,,9.3,,7.9,,4,,454,,0.18,,0.06,,,,0.072,,2.377,,,,,,0.332,,1.555,,,,,,,-1
42002911,2/8/1996,,5,49,,9,,,,15,4848262,640755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002912,2/8/1996,,5,40,,6,,,,15,4847012,641955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002913,2/8/1996,147,2,41,,6,,,,15,4846912,641655,,,0.2,,0.1,,9.5,,8,,3,,414,,0.08,,0.053,,,,0.074,,2.171,,,,,,0.31,,1.501,,,,,,,-1
42002914,2/8/1996,150,,45,,1,,,,15,4846262,641255,,,0.2,,0,,9.2,,7.9,,4,,414,,0.12,,0.06,,,,0.072,,2.235,,,,,,0.313,,1.471,,,,,,,-1
42002915,2/8/1996,168,,24,,3,,,,15,4845762,641105,,,0.2,,0,,9.3,,7.9,,3,,415,,0.2,,0.048,,,,0.071,,2.64,,,,,,0.316,,1.504,,,,,,,-1
42002916,2/8/1996,162,,31,,3,,,,15,4846512,640855,,,0.2,,0,,9.5,,7.9,,4,,452,,0.35,,0.066,,,,0.084,,2.239,,,,,,0.312,,1.596,,,,,,,-1
42002920,2/8/1996,126,,45,,19,,,,15,4832112,639805,,,0.2,,0,,9.6,,7.6,,4,,453,,0.17,,0.043,,,,0.095,,2.304,,,,,,0.29,,1.688,,,,,,,-1
42002921,2/8/1996,155,,45,,19,,,,15,4832312,639905,,,0.2,,0,,9.7,,7.6,,4,,453,,0.2,,0.06,,,,0.095,,2.304,,,,,,0.299,,1.636,,,,,,,-1
42002922,2/8/1996,160,,57,,5,,,,15,4833012,640005,,,0.2,,0,,9.5,,7.6,,4,,459,,0.19,,,,,,,,,,,,,,,,,,,,,,,-1
42002923,2/8/1996,84,2,48,,15,,,,15,4834712,640055,,,0.1,,0,,9.6,,7.6,,3,,451,,0.01,,0.059,,,,0.107,,2.25,,,,,,0.288,,1.633,,,,,,,-1
42002927,2/8/1996,169,2,44,,17,,,,15,4834512,639755,,,0.2,,0,,9.6,,7.6,,4,,453,,0.21,,,,,,,,,,,,,,,,,,,,,,,-1
42002928,2/8/1996,162,,44,,15,,,,15,4834562,639605,,,0.2,,0,,9.5,,7.6,,3,,457,,0.22,,,,,,,,,,,,,,,,,,,,,,,-1
42002929,2/8/1996,155,,42,,18,,,,15,4834712,639505,,,0.2,,0,,9.4,,7.6,,4,,459,,0.2,,,,,,,,,,,,,,,,,,,,,,,-1
42002930,2/8/1996,156,2,32,,18,,,,15,4835012,639255,,,0.2,,0,,9.1,,7.7,,4,,468,,0.16,,,,,,,,,,,,,,,,,,,,,,,-1
42002931,2/8/1996,,5,46,,21,,,,15,4835512,640055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002932,2/8/1996,,5,21,,14,,,,15,4835562,640605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002933,2/8/1996,163,,44,,18,,,,15,4836312,640455,,,0.2,,0,,9.8,,7.6,,3,,432,,0.26,,,,,,,,,,,,,,,,,,,,,,,-1
42002934,2/8/1996,144,,45,,24,,,,15,4836512,640855,,,0.2,,0,,9.7,,7.7,,4,,434,,0.09,,,,,,,,,,,,,,,,,,,,,,,-1
42002935,2/8/1996,144,,33,,20,,,,15,4838712,639455,,,0.2,,0,,9.6,,7.7,,3,,452,,0.34,,0.053,,,,0.099,,2.118,,,,,,0.268,,1.64,,,,,,,-1
42002936,2/8/1996,153,,37,,19,,,,15,4839312,639655,,,0.2,,0,,9.7,,7.6,,4,,439,,0.31,,0.057,,,,0.081,,2.287,,,,,,0.308,,1.501,,,,,,,-1
42002937,2/8/1996,65,2,45,,10,,,,15,4840312,640005,,,0.1,,0,,9.6,,7.6,,4,,424,,0.1,,0.068,,,,0.105,,2.107,,,,,,0.302,,1.518,,,,,,,-1
42002938,2/8/1996,165,2,37,,11,,,,15,4840512,639655,,,0.2,,0,,9.6,,7.6,,3,,423,,0.3,,,,,,,,,,,,,,,,,,,,,,,-1
42002939,2/9/1996,,5,42,,6,,1,S,15,4834062,643155,,,0,,0.1,,0.3,7,7.6,7,,,505,7,,5,,,,,,,,,,,,,,,,,,,,,,
42002940,2/9/1996,,5,22,,9,,,,15,4833312,643455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002941,2/9/1996,135,,47,,12,,,,15,4832401,641713,641713,4832401,0.2,,0,,9.4,,7.7,,4,,454,,0.15,,0.04,,,,0.093,,2.374,,,,,,0.346,,1.564,,,,,,,-1
42002942,2/9/1996,91,2,48,,7,,,,15,4832912,641655,,,0.2,,0,,9.6,,7.8,,3,,456,,0.08,,0.047,,,,0.085,,2.443,,,,,,0.318,,1.578,,,,,,,-1
42002946,2/9/1996,98,2,48,,14,,,,15,4833312,641255,,,0.2,,0,,9.4,,7.8,,3,,250,,0.15,,,,,,,,,,,,,,,,,,,,,,,-1
42002947,2/9/1996,74,2,47,,18,,,,15,4833512,641855,,,0.2,,0,,9.5,,7.8,,3,,461,,0.1,,0.031,,,,0.069,,2.463,,,,,,0.317,,1.58,,,,,,,-1
42002948,2/9/1996,72,2,42,,13,,,,15,4833712,641855,,,0.2,,0,,9.4,,7.8,,3,,462,,0.15,,,,,,,,,,,,,,,,,,,,,,,-1
42002949,2/9/1996,136,,30,,7,,,,15,4834162,642105,,,0.2,,0,,9.2,,7.7,,4,,432,,0.25,,0.043,,,,0.084,,2.44,,,,,,0.318,,1.51,,,,,,,-1
42002950,2/9/1996,167,,30,,15,,,,15,4834312,641855,,,0.2,,0,,9.4,,7.7,,4,,447,,0.28,,0.034,,,,0.074,,2.384,,,,,,0.331,,1.545,,,,,,,-1
42002951,2/9/1996,111,2,45,,13,,,,15,4835912,642855,,,0.2,,0,,8.5,,7.7,,4,,438,,0.08,,0.044,,,,0.087,,2.211,,,,,,0.425,,1.421,,,,,,,-1
42002952,2/9/1996,165,,43,,17,,,,15,4835512,641655,,,0.2,,0,,9.5,,7.8,,3,,467,,0.24,,,,,,,,,,,,,,,,,,,,,,,-1
42002953,2/9/1996,127,,34,,14,,,,15,4835162,642305,,,0.2,,0,,8.9,,7.7,,4,,425,,0.14,,0.049,,,,0.084,,2.309,,,,,,0.372,,1.479,,,,,,,-1
42002954,2/9/1996,62,,43,,7,,,,15,4835112,642555,,,0.2,,0,,8.7,,7.7,,3,,415,,0.11,,0.044,,,,0.087,,2.382,,,,,,0.433,,1.485,,,,,,,-1
42002955,2/9/1996,137,2,33,,18,,,,15,4837312,642855,,,0.2,,0,,8.9,,7.7,,3,,419,,0.14,,,,,,,,,,,,,,,,,,,,,,,-1
42002956,2/9/1996,124,,41,,11,,,,15,4837662,642705,,,0.2,,0,,9.1,,7.7,,3,,421,,0.11,,0.047,,,,0.075,,2.16,,,,,,0.371,,1.431,,,,,,,-1
42002957,2/9/1996,103,2,37,,14,,,,15,4837512,641055,,,0.2,,0,,9.3,,7.8,,3,,433,,0.09,,,,,,,,,,,,,,,,,,,,,,,-1
42002958,2/9/1996,93,2,41,,17,,,,15,4837912,641655,,,0.2,,0,,9.3,,7.7,,3,,438,,0.08,,0.045,,,,0.086,,2.146,,,,,,0.335,,1.502,,,,,,,-1
42002962,2/9/1996,89,2,33,,18,,,,15,4838512,641855,,,0.2,,0,,9.3,,7.7,,3,,439,,0.12,,,,,,,,,,,,,,,,,,,,,,,-1
42002963,2/9/1996,127,2,47,,13,,,,15,4838712,642055,,,0.2,,0,,9.2,,7.7,,3,,436,,0.11,,,,,,,,,,,,,,,,,,,,,,,-1
42002964,2/9/1996,,5,53,,10,,,,15,4838512,640655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002965,2/9/1996,,5,22,,10,,,,15,4839262,641055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002966,2/9/1996,,,41,,14,,,,15,4839462,640605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002967,2/9/1996,45,2,37,,10,,,,15,4839412,640405,,,0,,0,,9.2,,7.8,,5,,438,,0.01,,,,,,,,,,,,,,,,,,,,,,,-1
42002968,2/9/1996,91,2,40,,13,,,,15,4839962,641355,,,0.2,,0,,9.3,,7.8,,3,,439,,0.1,,,,,,,,,,,,,,,,,,,,,,,-1
42002969,2/9/1996,115,2,28,,15,,,,15,4840862,641355,,,0.2,,0,,9.2,,7.8,,3,,438,,0.22,,,,,,,,,,,,,,,,,,,,,,,-1
42002970,2/9/1996,49,2,38,,6,,,,15,4841062,641155,,,0,,0.1,,9.7,,7.8,,4,,410,,,,0.053,,,,0.075,,2.503,,,,,,0.437,,1.588,,,,,,,-1
42002970,2/9/1996,49,2,38,,6,,,,15,4841062,641155,,,0.1,,0,,9.3,,7.7,,,X,425,,0.08,,,,,,,,,,,,,,,,,,,,,,,
42002971,2/9/1996,102,2,48,,14,,,,15,4842012,641955,,,0.2,,0.1,,9.1,,7.8,,2,,449,,0,,0.048,,,,0.075,,2.328,,,,,,0.471,,1.426,,,,,,,-1
42002971,2/9/1996,102,2,48,,14,,,,15,4842012,641955,,,0.9,,0.1,,9.1,,7.7,,,X,450,,,X,,,,,,,,,,,,,,,,,,,,,,
42002972,2/9/1996,44,2,37,,12,,,,15,4841612,642105,,,0,,0,,9.2,,7.8,,3,,443,,0,,,,,,,,,,,,,,,,,,,,,,,-1
42002973,2/9/1996,,5,29,,17,,,,15,4839112,643455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002974,2/12/1996,,5,26,,11,,,,15,4843162,641705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002975,2/12/1996,118,2,43,,2,,,,15,4843362,641305,,,0.2,,0,,9.1,,7.7,,4,,430,,0.16,,0.057,,,,0.095,,2.204,,,,,,0.362,,1.566,,,,,,,-1
42002976,2/12/1996,71,2,47,,,,,,15,4843044,640910,640910,4843044,0.1,,0.2,,9,,7.7,,2,,432,,0,,,,,,,,,,,,,,,,,,,,,,,0.52475
42002977,2/12/1996,137,2,42,,2,,,,15,4843112,640955,,,0.2,,0,,9.3,,7.6,,2,,430,,0.11,,,,,,,,,,,,,,,,,,,,,,,-1
42002978,2/12/1996,152,,35,,2,,,,15,4843112,640255,,,0.2,,0,,9.5,,7.7,,4,,481,,0.25,,0.041,,,,0.081,,2.747,,,,,,0.298,,2.116,,,,,,,0.87335
42002979,2/12/1996,76,2,39,,1,,,,15,4842262,640605,,,0.2,,0.1,,9.4,,7.7,,2,,429,,0.1,,,,,,,,,,,,,,,,,,,,,,,-1
42002980,2/12/1996,,5,49,,,,,,15,4842062,640805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42002981,2/12/1996,94,2,40,,3,,,,15,4841612,640755,,,0.2,,0,,9.3,,7.7,,3,,430,,0.15,,0.049,,,,0.1,,2.382,,,,,,0.341,,1.553,,,,,,,-1
42002982,2/12/1996,197,,24,,3,,,,15,4842112,639855,,,0.2,,0,,9.7,,7.7,,3,,456,,0.29,,,,,,,,,,,,,,,,,,,,,,,-1
42002983,2/12/1996,268,,29,,1,,,,15,4841912,639855,,,0.2,,0,,9.8,,7.7,,2,,454,,0.27,,0.074,,,,0.087,,2.214,,,,,,0.321,,1.594,,,,,,,0.52475
42002984,2/12/1996,203,,27,,14,,,,15,4841112,639655,,,0.2,,0,,9.6,,7.7,,3,,437,,0.27,,0.045,,,,0.07,,2.296,,,,,,0.317,,1.586,,,,,,,-1
42002985,2/12/1996,167,2,36,,6,,,,15,4840912,639655,,,0.2,,0,,9.5,,7.7,,3,,437,,0.27,,0.061,,,,0.089,,2.275,,,,,,0.329,,1.569,,,,,,,-1
42002986,2/12/1996,57,2,53,,9,,,,15,4840812,640055,,,0,,0,,10.2,,7.7,,3,,433,,0,,,,,,,,,,,,,,,,,,,,,,,-1
42002990,2/12/1996,68,2,30,,3,,,,15,4856462,639255,,,0.2,,0,,8.3,,7.6,,3,,425,,0.07,,,,,,,,,,,,,,,,,,,,,,,-1
42002991,2/12/1996,129,,35,,1,,,,15,4858162,638555,,,0.2,,1,,7.8,,7.6,,3,,346,,0,,0.044,,,,0.078,,2.151,,,,,,0.37,,1.545,,,,,,,1.74485
42002995,2/12/1996,129,,35,,1,,,,15,4858162,638555,,,1.5,,1,,6,,7.3,,,X,355,,,X,,,,,,,,,,,,,,,,,,,,,,
42002995,2/12/1996,129,,35,,1,,,,15,4858162,638555,,,2.8,,1.4,,1.2,,7.2,,9,,386,,,X,0.02,,,,0.095,,2.216,,,,,,0.736,,0.966,,,,,,,-1
42002996,2/12/1996,90,2,39,,4,,,,15,4857362,638805,,,0.2,,0.2,,9,,7.7,,3,,341,,0,,,,,,,,,,,,,,,,,,,,,,,2.09345
42002996,2/12/1996,90,2,39,,4,,,,15,4857362,638805,,,0.7,,0.2,,8.9,,7.6,,,,332,,,,,,,,,,,,,,,,,,,,,,,,,
42002997,2/12/1996,85,,43,,16,,,,15,4857262,638655,,,0.2,,0.3,,9.4,,7.7,,3,,384,,0,,0.05,,,,0.076,,4.853,,,,,,0.38,,1.531,,,,,,,0.52475
42002998,2/12/1996,95,2,47,,3,,,,15,4857462,637905,,,0.2,,0.3,,9.6,,7.7,,4,,387,,0,,,,,,,,,,,,,,,,,,,,,,,-1
42002999,2/12/1996,68,,45,,5,,,,15,4857812,637655,,,0.2,,0.5,,8.2,,7.5,,9,,378,,0,,0.008,,,,0.067,,2.032,,,,,,0.503,,1.272,,,,,,,-1
42003000,2/12/1996,76,,43,,8,,,,15,4858012,637655,,,0.2,,0.7,,8.3,,7.4,,7,,369,,0,,0.011,,,,0.075,,2.109,,,,,,0.472,,1.221,,,,,,,-1
42003001,2/12/1996,114,,40,,9,,,,15,4857212,637005,,,0.2,,0,,8.9,,7.3,,3,,426,,0.12,,0.049,,,,0.075,,2.384,,,,,,0.315,,1.523,,,,,,,-1
42003002,2/12/1996,177,,24,,1,,,,15,4857912,636455,,,0.2,,0,,9.6,,7.7,,2,,428,,0.14,,0.07,,,,0.082,,2.14,,,,,,0.309,,1.486,,,,,,,-1
42003003,2/12/1996,155,,30,,0,,,,15,4857712,636455,,,0.2,,0,,9.8,,7.5,,3,,434,,0.22,,,,,,,,,,,,,,,,,,,,,,,-1
42003004,2/12/1996,108,2,55,,10,,,,15,4856912,636655,,,0.2,,0.1,,9.3,,7.8,,2,,453,,0.08,,,,,,,,,,,,,,,,,,,,,,,-1
42003005,2/12/1996,148,,30,,0,,,,15,4857112,636655,,,0.2,,0,,9.4,,7.7,,2,,449,,0.16,,,,,,,,,,,,,,,,,,,,,,,-1
42003006,2/12/1996,204,,46,,1,,,,15,4857212,636505,,,0.2,,0.1,,9.3,,7.8,,2,,460,,0.1,,,,,,,,,,,,,,,,,,,,,,,-1
42003006,2/12/1996,204,,46,,1,,,,15,4857212,636505,,,2,,0.1,,9.3,,7.7,,,,461,,,X,,,,,,,,,,,,,,,,,,,,,,
42003007,2/12/1996,30,,36,,5,,,,15,4834512,643455,,,0.2,,0.3,,1.3,,7.3,,77,,1214,,0,C,0.02,,,,0.513,,5.278,,,,,,0.426,,-0.2,1,,,,,,20.04635
42003012,2/13/1996,146,,27,,0,,,,15,4844812,642405,,,0.2,,0,,8.9,,7.7,,4,,409,,0.2,,0.077,,,,0.097,,2.394,,,,,,0.516,,1.482,,,,,,,-1
42003013,2/13/1996,120,2,57,,0,,,,15,4843912,641455,,,0.2,,0,,9.1,,7.8,,3,,417,,0,,0.072,,,,0.083,,2.35,,,,,,0.363,,1.497,,,,,,,-1
42003013,2/13/1996,120,2,57,,0,,,,15,4843912,641455,,,1,,0,,9.1,,7.8,,,X,419,,,X,,,,,,,,,,,,,,,,,,,,,,
42003014,2/13/1996,101,2,35,,1,,,,15,4845162,641155,,,0.2,,0,,9.1,,7.7,,3,,414,,0.06,,0.072,,,,0.088,,2.269,,,,,,0.368,,1.465,,,,,,,-1
42003018,2/13/1996,71,2,37,,0,,,,15,4845812,642155,,,0.2,,0,,9.1,,7.6,,3,,408,,0.2,,,,,,,,,,,,,,,,,,,,,,,-1
42003019,2/13/1996,,5,42,,7,,1,S,15,4846462,642805,,,0,,0.2,,0,,7.2,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,
42003020,2/13/1996,144,,24,,0,,,,15,4846162,642905,,,0.2,,0,,9,,7.6,,4,,407,,0.26,,0.06,,,,0.065,,2.526,,,,,,0.45,,1.472,,,,,,,-1
42003021,2/13/1996,,5,35,,14,,,,15,4845762,642755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42003022,2/13/1996,94,2,19,,0,,,,15,4845862,643105,,,0.2,,0,,9,,7.3,,4,,407,,0.27,,,,,,,,,,,,,,,,,,,,,,,-1
42003023,2/13/1996,68,2,37,,1,,,,15,4845912,643755,,,0.2,,0,,8.6,,7.6,,4,,415,,0.08,,0.077,,,,0.074,,2.448,,,,,,0.508,,1.463,,,,,,,-1
42003024,2/13/1996,128,2,36,,1,,,,15,4844612,643605,,,0.2,,0,,8.7,,7.3,,3,,416,,0.11,,0.054,,,,0.084,,2.726,,,,,,0.497,,1.51,,,,,,,-1
42003025,2/13/1996,62,2,43,,,,1,S,15,4844812,643405,,,0.2,,0.1,,8.6,,7.6,,6,,424,,0,,,,,,,,,,,,,,,,,,,,,,,0.7862
42003026,2/13/1996,61,,28,,0,,,,15,4845462,643305,,,0.2,,0,,8.9,,7.4,,4,,408,,0.12,,0.065,,,,0.082,,2.382,,,,,,0.464,,1.472,,,,,,,-1
42003129,4/29/1996,50,,,,,,,,15,4834712,642705,,,0.2,,9.6,,11.1,,8,,19,,193,,0.27,,0.042,,,,0.102,,1.389,,,,46.6,,0.136,,0.463,,,,,,,25.15464
42003130,4/29/1996,61,,,,,,,,15,4834512,642255,,,0.2,,9.3,,11.3,,8.1,,19,,214,,0.15,,,,,,,,,,,,37.1,,,,,,,,,,,33.5335
42003131,4/29/1996,52,,,,,,,,15,4834112,641255,,,0.2,,9,,11.9,,8.4,,30,,259,,0.32,,,,,,,,,,,,73.7,,,,,,,,,,,35.34748
42003132,4/29/1996,60,,,,,,,,15,4835312,641255,,,0.2,,9.3,,12.2,,8.5,,15,,273,,0.4,,0.038,,,,0.086,,2.017,,,,25.1,,0.052,,0.776,,,,,,,37.8525
42003136,4/29/1996,67,,,,,,,,15,4836112,643255,,,0.2,,9.4,,11.1,,8,,16,,192,,0.47,,,,,,,,,,,,26.3,,,,,,,,,,,30.33744
42003137,4/29/1996,66,,,,,,,,15,4838112,643255,,,0.2,,9.4,,11.4,,8.1,,14,,192,,0.28,,,,,,,,,,,,29.4,,,,,,,,,,,33.01522
42003138,4/29/1996,58,,,,,,,,15,4838312,643255,,,0.2,,9.4,,11.4,,8.1,,14,,192,,0.25,,0.041,,,,0.101,,1.334,,,,33.3,,0.087,,0.498,,,,,,,34.8292
42003139,4/29/1996,55,,,,,,,,15,4836312,642655,,,0.2,,9.4,,11.6,,8.2,,15,,202,,0.43,,0.043,,,,0.098,,1.499,,,,30.6,,0.034,,0.553,,,,,,,35.08834
42003140,4/29/1996,79,,,,,,,,15,4847712,642005,,,0.2,,10,,10.9,,8.1,,11,,199,,1.2,,0.041,,,,0.095,,1.684,,,,14.9,,0.117,,0.747,,,,,,,25.7593
42003141,4/29/1996,95,,,,,,,,15,4847812,640655,,,0.2,,9.4,,11.7,,8.4,,8,,287,,0.43,,,,,,,,,,,,9.7,,,,,,,,,,,38.11164
42003142,4/29/1996,100,,,,,,,,15,4847662,640355,,,0.2,,9.5,,12,,8.4,,6,,287,,0.19,,0.038,,,,0.08,,1.725,,,,7.6,,0.049,,0.781,,,,,,,39.92562
42003142,4/29/1996,100,,,,,,,,15,4847662,640355,,,1.5,,9.5,,11.6,,8.4,,,X,287,,,X,,,,,,,,,,,,,,,,,,,,,,
42003143,4/29/1996,70,,,,,,,,15,4847462,641505,,,0.2,,9.5,,11.3,,8.2,,13,,224,,0.41,,,,,,,,,,,,19.2,,,,,,,,,,,26.53672
42003144,4/29/1996,73,,,,,,,,15,4846812,641405,,,0.2,,9.4,,,,8.2,,13,,226,,0.94,,0.041,,,,0.113,,1.353,,,,18.8,,0.046,,0.782,,,,,,,33.18798
